Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
634,27a,"MNNG-AV TAC3","D","MNNG-AV TAC3","Military","Minnesota National Guard - Military"
636,27c,"MNNG-AV TAC4","D","MNNG-AV TAC4","Military","Minnesota National Guard - Military"
638,27e,"MNNG-ROAM1","D","MNNG-ROAM1","Military","Minnesota National Guard - Military"
640,280,"MNNG-ROAM2","D","MNNG-ROAM2","Military","Minnesota National Guard - Military"
642,282,"MNNG-CR-ATS","D","MNNG-CR-ATS","Military","Minnesota National Guard - Military"
644,284,"MNNG-CR-CFR","D","MNNG-CR-CFR","Military","Minnesota National Guard - Military"
646,286,"MNNG-CR-CMP","D","MNNG-CR-CMP","Military","Minnesota National Guard - Military"
648,288,"MNNG-CR-DPW","D","MNNG-CR-DPW","Military","Minnesota National Guard - Military"
650,28a,"MNNG-CR-RNG","D","MNNG-CR-RNG","Military","Minnesota National Guard - Military"
652,28c,"MNNG-CR-SEC","D","MNNG-CR-SEC","Military","Minnesota National Guard - Military"
654,28e,"MNNG-CR-OPS1","D","MNNG-CR-OPS1","Military","Minnesota National Guard - Military"
656,290,"MNNG-CR-OPS2","D","MNNG-CR-OPS2","Military","Minnesota National Guard - Military"
658,292,"MNNG-CR-OPS3","D","MNNG-CR-OPS3","Military","Minnesota National Guard - Military"
660,294,"MNNG-CR-OPS4","D","MNNG-CR-OPS4","Military","Minnesota National Guard - Military"
662,296,"MNNG-CR-RNG1","D","MNNG-CR-RNG1","Military","Minnesota National Guard - Military"
664,298,"MNNG-CR-RNG2","D","MNNG-CR-RNG2","Military","Minnesota National Guard - Military"
666,29a,"MNNG-CR-RNG3","D","MNNG-CR-RNG3","Military","Minnesota National Guard - Military"
670,29e,"MNNG-CR-AHATS1","D","MNNG-CR-AHATS1","Military","Minnesota National Guard - Military"
686,2ae,"MNNG-CR-RNG4","D","MNNG-CR-RNG4","Military","Minnesota National Guard - Military"
694,2b6,"DNR CONS 694","D","DNR CONS TAC 694","Law Tac","Minnesota Department of Natural Resources - DNR"
696,2b8,"DNR CONS 696","D","DNR CONS TAC 696","Law Tac","Minnesota Department of Natural Resources - DNR"
698,2ba,"DNR CONS 698","D","DNR CONS TAC 698","Law Tac","Minnesota Department of Natural Resources - DNR"
700,2bc,"SYSTECH NE","DE","System Technicians Northeast","Public Works","Minnesota Department of Public Safety - Emergency Communications"
702,2be,"SYSTECH NW","DE","System Technicians Northwest","Public Works","Minnesota Department of Public Safety - Emergency Communications"
704,2c0,"SYSTECH CM","DE","System Technicians Central","Public Works","Minnesota Department of Public Safety - Emergency Communications"
706,2c2,"SYSTECH SC","DE","System Technicians South Central","Public Works","Minnesota Department of Public Safety - Emergency Communications"
708,2c4,"SYSTECH SE","DE","System Technicians Southeast","Public Works","Minnesota Department of Public Safety - Emergency Communications"
710,2c6,"DNR D2 MAIN","D","DNR District 2 Main","Law Tac","Minnesota Department of Natural Resources - DNR"
712,2c8,"DNR D2 TAC 1","D","DNR District 2 Tac 1","Law Tac","Minnesota Department of Natural Resources - DNR"
714,2ca,"DNR CONS 714","D","DNR CONS D TAC 714","Law Tac","Minnesota Department of Natural Resources - DNR"
715,2cb,"Wild River SP","D","Wild River State Park","Public Works","Chisago County"
716,2cc,"DNR D3 MAIN","D","DNR District 3 Main","Law Tac","Minnesota Department of Natural Resources - DNR"
718,2ce,"DNR CONS 718","D","DNR CONS D TAC 718","Law Tac","Minnesota Department of Natural Resources - DNR"
719,2cf,"Interstate SP","D","Interstate State Park","Public Works","Chisago County"
720,2d0,"DNR CONS 720","D","DNR CONS D TAC 720","Law Tac","Minnesota Department of Natural Resources - DNR"
722,2d2,"DNR CONS 722","D","DNR CONS D TAC 722","Law Tac","Minnesota Department of Natural Resources - DNR"
723,2d3,"WM OBRIEN PARK","D","William O'Brien State Park","Public Works","Washington County"
724,2d4,"DNR CONS 724","D","DNR CONS D TAC 724","Law Tac","Minnesota Department of Natural Resources - DNR"
725,2d5,"DNR 725","D","DNR 725","Law Tac","Minnesota Department of Natural Resources - DNR"
727,2d7,"FRT SNELL SP","D","Fort Snelling State Park","Public Works","Minnesota Department of Natural Resources - DNR"
728,2d8,"DNR CONS STL","D","DNR CONS D TAC - St Louis County","Law Tac","Minnesota Department of Natural Resources - DNR"
730,2da,"DNR CONS STL","D","DNR CONS D TAC - St Louis County","Law Tac","Minnesota Department of Natural Resources - DNR"
731,2db,"AFTON ST PARK","D","Afton State Park","Public Works","Washington County"
734,2de,"DNR CONS D6 TAC","D","DNR CONS D6 TAC","Law Tac","Minnesota Department of Natural Resources - DNR"
740,2e4,"DNR 740","D","DNR 740","Law Tac","Minnesota Department of Natural Resources - DNR"
744,2e8,"DNR AIR","D","Air Enforcement","Law Tac","Minnesota Department of Natural Resources - DNR"
746,2ea,"DNR DlthTacA","D","Duluth Area Tactical A","Law Tac","Minnesota Department of Natural Resources - DNR"
748,2ec,"DNR DlthTacB","D","Duluth Area Tactical B","Law Tac","Minnesota Department of Natural Resources - DNR"
752,2f0,"DNR TAC BRD","D","DNR CONS D9 TAC Brainerd area","Law Tac","Minnesota Department of Natural Resources - DNR"
764,2fc,"DNR TAC HOFF","D","Reg 3 Dist 11 Ops Hoffman Area Tac","Law Tac","Minnesota Department of Natural Resources - DNR"
770,302,"DNR R3  D12","D","Reg 3 Dist 12 Ops","Law Tac","Minnesota Department of Natural Resources - DNR"
772,304,"DNR 772","D","DNR 772","Law Tac","Minnesota Department of Natural Resources - DNR"
776,308,"DNR R4 D15","D","Region 4 District 15","Law Tac","Minnesota Department of Natural Resources - DNR"
778,30a,"DNR R4 D15 T","D","Region 4 District 15 TAC","Law Tac","Minnesota Department of Natural Resources - DNR"
782,30e,"DNR R4 D15","D","Region 4 District 16","Law Tac","Minnesota Department of Natural Resources - DNR"
784,310,"DNR R4 D15 T","D","Region 4 District 16 TAC","Law Tac","Minnesota Department of Natural Resources - DNR"
788,314,"DNR CONS","D","Enforcement ","Law Tac","Minnesota Department of Natural Resources - DNR"
790,316,"DNR 790","D","DNR 790","Law Tac","Minnesota Department of Natural Resources - DNR"
794,31a,"DNR CONS ROC","D","Region 3 District 18 Rochester Enforcement","Law Tac","Minnesota Department of Natural Resources - DNR"
796,31c,"DNR 796","D","DNR 796","Law Tac","Minnesota Department of Natural Resources - DNR"
800,320,"AN SYSTECH","D","Radio Technicians","Public Works","Anoka County"
802,322,"AN S DISP","D","South Main Dispatch","Law Dispatch","Anoka County"
804,324,"AN PD 2 ADM","D","Police 2 Administration","Law Talk","Anoka County"
806,326,"AN PD 3 INFO","D","Police 3 Information","Law Tac","Anoka County"
808,328,"AN 3 DISP","D","Police 3rd Main","Law Dispatch","Anoka County"
810,32a,"AN N DISP","D","North Main Dispatch","Law Dispatch","Anoka County"
812,32c,"AN COM","D","Common","Multi-Talk","Anoka County"
814,32e,"AN TAC 1","D","Tactical 1","Multi-Tac","Anoka County"
816,330,"AN TAC 2","D","Tactical 2","Multi-Tac","Anoka County"
818,332,"AN TAC 3","D","Tactical 3","Multi-Tac","Anoka County"
820,334,"AN NMDTF","DE","North Metro Drug Task Force","Law Tac","Anoka County"
822,336,"AN LAW MLT","D","Law Enforcement Multigroup","Law Tac","Anoka County"
824,338,"ANKA PD C2C","D","Anoka City Police Car to Car","Law Talk","Anoka County"
826,33a,"ANKA PD ADM","D","Anoka City Police Administrative","Law Talk","Anoka County"
828,33c,"BLN PD C2C","D","Blaine Police Car to Car","Law Talk","Anoka County"
830,33e,"BLN PD ADM","D","Blaine Police Administrative","Law Talk","Anoka County"
832,340,"CENT PD C2C","D","Centennial Police Car to Car","Law Talk","Anoka County"
834,342,"CENT PD ADM","D","Centennial Police Administrative","Law Talk","Anoka County"
836,344,"CHTS PD C2C","DE","Columbia Heights Police Car to Car","Law Talk","Anoka County"
838,346,"CHTS PD ADM","D","Columbia Heights Police Administrative","Law Talk","Anoka County"
840,348,"COON PD C2C","DE","Coon Rapids Police Car to Car","Law Talk","Anoka County"
842,34a,"COON PD ADM","D","Coon Rapids Police Administrative","Law Talk","Anoka County"
844,34c,"FRID PD C2C","De","Fridley Police Car to Car","Law Talk","Anoka County"
846,34e,"FRID PD ADM","D","Fridley Police Administrative","Law Talk","Anoka County"
848,350,"LINO PD C2C","D","Lino Lakes Police Car to Car","Law Talk","Anoka County"
850,352,"LINO PD ADM","D","Lino Lakes Police Administrative","Law Talk","Anoka County"
852,354,"RAMS PD C2C","D","Ramsey Police Car to Car","Law Talk","Anoka County"
854,356,"RAMS PD ADM","D","Ramsey Police Administrative","Law Talk","Anoka County"
856,358,"STFR PD C2C","DE","St Francis Police Car to Car","Law Talk","Anoka County"
858,35a,"STFR PD ADM","D","St Francis Police Administrative","Law Talk","Anoka County"
860,35c,"SPLP PD C2C","DE","Spring Lake Park Police Car to Car","Law Talk","Anoka County"
862,35e,"SPLP PD ADM","D","Spring Lake Park Police Administrative","Law Talk","Anoka County"
864,360,"AN SO C2C","D","Police Car to Car","Law Talk","Anoka County"
866,362,"ANSO ADM","D","Police Administration","Law Talk","Anoka County"
868,364,"ANOKA COMM","D","Anoka City Common","Multi-Talk","Anoka County"
870,366,"BLNSLP COMM","D","Blaine, SLP, MV Common","Multi-Talk","Anoka County"
872,368,"CHTS COMM","D","Columbia Heights - Hilltop Common","Multi-Talk","Anoka County"
874,36a,"COON COMM","D","Coon Rapids Common","Multi-Talk","Anoka County"
876,36c,"FRIDLEY COMM","D","Fridley Common","Multi-Talk","Anoka County"
878,36e,"LINOLX COMM","D","Lino Lakes, Lexington, CP, CVL Common","Multi-Talk","Anoka County"
880,370,"RAMSEY COMM","D","Ramsey Common","Multi-Talk","Anoka County"
882,372,"ST FRN COMM","D","St. Francis, Bethel Common","Multi-Talk","Anoka County"
884,374,"AN SO COMM","D","Area Common","Multi-Talk","Anoka County"
886,376,"AN JAIL 1","D","Jail Main","Corrections","Anoka County"
888,378,"AN JAIL 2","D","Jail Administration","Corrections","Anoka County"
890,37a,"AN SWAT","D","SWAT Team","Law Tac","Anoka County"
892,37c,"AN SO DIVE","D","Dive Team","Law Tac","Anoka County"
894,37e,"AN SO RESV","D","Reserves","Law Tac","Anoka County"
896,380,"ANSO E","DE","Law Enforcement","Data","Anoka County"
898,382,"AN SO EVT1","D","Special Events 1","Multi-Talk","Anoka County"
900,384,"AN SO EVT2","D","Special Events 2","Multi-Talk","Anoka County"
902,386,"AN EM 1","D","Emergency Management 1","Emergency Ops","Anoka County"
904,388,"AN SO ROAM","D","Law Enforcement Roaming Talkgroup","Law Dispatch","Anoka County"
906,38a,"AN FIRE DI","D","Fire Main (VHF patch)","Fire Dispatch","Anoka County"
908,38c,"AN FIRE A","D","Fire Tactical A","Fire-Tac","Anoka County"
910,38e,"AN FIRE B","D","Fire Tactical B","Fire-Tac","Anoka County"
912,390,"AN FIRE C","D","Fire Tactical C","Fire-Tac","Anoka County"
914,392,"ANDV FIR TAC","D","Andover Fire Tactical","Fire-Tac","Anoka County"
916,394,"ANCP FIR TAC","D","Anoka - Champlin Fire Tactical","Fire-Tac","Anoka County"
918,396,"BETH FIR TAC","D","Bethel Fire Tactical","Fire-Tac","Anoka County"
920,398,"SBM FIR TAC","D","SBM Spring Lk Park/Blaine/Mounds View Fire Tactical","Fire-Tac","Anoka County"
922,39a,"CHTS FIR TAC","D","Columbia Heights Fire Tactical","Fire-Tac","Anoka County"
924,39c,"COON FIR TAC","D","Coon Rapids Fire Tactical","Fire-Tac","Anoka County"
926,39e,"EBTH FIR TAC","D","East Bethel Fire Tactical","Fire-Tac","Anoka County"
928,3a0,"FRID FIR TAC","D","Fridley Fire Tactical","Fire-Tac","Anoka County"
930,3a2,"HMLK FIR TAC","D","Ham Lake Fire Tactical","Fire-Tac","Anoka County"
932,3a4,"LEXT FIR TAC","D","Lexington Fire Tactical","Fire-Tac","Anoka County"
934,3a6,"CENT FIR TAC","D","Centennial Fire Tactical","Fire-Tac","Anoka County"
936,3a8,"LINW FIR TAC","D","Linwood Fire Tactical","Fire-Tac","Anoka County"
938,3aa,"OKGV FIR TAC","D","Oak Grove Fire Tactical","Fire-Tac","Anoka County"
940,3ac,"RMSY FIR TAC","D","Ramsey Fire Tactical","Fire-Tac","Anoka County"
942,3ae,"STFR FIR TAC","D","St Francis Fire Tactical","Fire-Tac","Anoka County"
944,3b0,"ANKA FIRE MG","D","Fire Service Multigroup","Fire-Tac","Anoka County"
946,3b2,"ANDV FIR ADM1","D","Andover Fire Administrative 1","Fire-Talk","Anoka County"
948,3b4,"ANCP FIR ADM1","D","Anoka - Champlin Fire Administrative 1","Fire-Talk","Anoka County"
950,3b6,"BETH FIR ADM1","D","Bethel Fire Administrative 1","Fire-Talk","Anoka County"
952,3b8,"SBM FIR ADM1","D","SBM Spring Lk Park/Blaine/Mounds View Fire Admin 1","Fire-Talk","Anoka County"
954,3ba,"CHTS FIR ADM1","D","Columbia Heights Fire Administrative 1","Fire-Talk","Anoka County"
956,3bc,"COON FIR ADM1","D","Coon Rapids Fire Administrative 1","Fire-Talk","Anoka County"
958,3be,"EBTH FIR ADM1","D","East Bethel Fire Administrative 1","Fire-Talk","Anoka County"
960,3c0,"FRID FIR ADM1","D","Fridley Fire Administrative 1","Fire-Talk","Anoka County"
962,3c2,"HMLK FIR ADM1","D","Ham Lake Fire Administrative 1","Fire-Talk","Anoka County"
964,3c4,"LEXT FIR ADM1","D","Lexington Fire Administrative 1","Fire-Talk","Anoka County"
966,3c6,"CENT FIR ADM1","D","Centennial Fire Administrative 1","Fire-Talk","Anoka County"
968,3c8,"LINW FIR ADM1","D","Linwood Fire Administrative 1","Fire-Talk","Anoka County"
970,3ca,"OKGV FIR ADM1","D","Oak Grove Fire Administrative 1","Fire-Talk","Anoka County"
972,3cc,"RMSY FIR ADM1","D","Ramsey Fire Administrative 1","Fire-Talk","Anoka County"
974,3ce,"STFR FIR ADM1","D","St Francis Fire Administrative 1","Fire-Talk","Anoka County"
976,3d0,"ANDV FIR ADM2","D","Andover Fire Administrative 2","Fire-Talk","Anoka County"
978,3d2,"ANCP FIR ADM2","D","Anoka - Champlin Fire Administrative 2","Fire-Talk","Anoka County"
980,3d4,"BETH FIR ADM2","D","Bethel Fire Administrative 2","Fire-Talk","Anoka County"
982,3d6,"SBM FIR ADM2","D","SBM Spring Lk Park/Blaine/Mounds View Fire Admin 2","Fire-Talk","Anoka County"
984,3d8,"CHTS FIR ADM2","D","Columbia Heights Fire Administrative 2","Fire-Talk","Anoka County"
986,3da,"COON FIR ADM2","D","Coon Rapids Fire Administrative 2","Fire-Talk","Anoka County"
988,3dc,"EBTH FIR ADM2","D","East Bethel Fire Administrative 2","Fire-Talk","Anoka County"
990,3de,"FRID FIR ADM2","D","Fridley Fire Administrative 2","Fire-Talk","Anoka County"
992,3e0,"HMLK FIR ADM2","D","Ham Lake Fire Administrative 2","Fire-Talk","Anoka County"
994,3e2,"LEXT FIR ADM2","D","Lexington Fire Administrative 2","Fire-Talk","Anoka County"
996,3e4,"CENT FIR ADM2","D","Centennial Fire Administrative 2","Fire-Talk","Anoka County"
998,3e6,"LINW FIR ADM2","D","Linwood Fire Administrative 2","Fire-Talk","Anoka County"
1000,3e8,"OKGV FIR ADM2","D","Oak Grove Fire Administrative 2","Fire-Talk","Anoka County"
1002,3ea,"RMSY FIR ADM2","D","Ramsey Fire Administrative 2","Fire-Talk","Anoka County"
1004,3ec,"STFR FIR ADM2","D","St Francis Fire Administrative 2","Fire-Talk","Anoka County"
1006,3ee,"AN FIRE SPOP","D","Fire Special Operations","Fire-Tac","Anoka County"
1008,3f0,"AN FIRE ROAM","D","Fire Roaming Talkgroup","Fire Dispatch","Anoka County"
1010,3f2,"AN CO WKS","D","Public Works Common","Public Works","Anoka County"
1012,3f4,"AN CO HWY","D","Highway Dept Main","Public Works","Anoka County"
1014,3f6,"AN CO SURVEY","D","Highway Dept Surveyors","Public Works","Anoka County"
1016,3f8,"AN CO HWY ADM","D","Highway Dept Administration","Public Works","Anoka County"
1018,3fa,"AN CO PRKS","D","Parks Department Main","Public Works","Anoka County"
1020,3fc,"AN Rangers","D","Park Rangers","Law Dispatch","Anoka County"
1022,3fe,"ANDV WORKS","D","Andover Public Works","Public Works","Anoka County"
1024,400,"AN WORKS","D","Anoka City Public Works","Public Works","Anoka County"
1026,402,"BETH WORKS","D","Bethel Public Works","Public Works","Anoka County"
1028,404,"BLAINE WORKS","D","Blaine Public Works","Public Works","Anoka County"
1030,406,"BRNS WORKS","D","Burns Township Public Works","Public Works","Anoka County"
1032,408,"CTVL WORKS","D","Centerville Public Works","Public Works","Anoka County"
1034,40a,"CPNS WORKS","D","Circle Pines Public Works","Public Works","Anoka County"
1036,40c,"CHTS WORKS","D","Columbia Heights Public Works","Public Works","Anoka County"
1038,40e,"CLBS WORKS","D","Columbus Township Public Works","Public Works","Anoka County"
1040,410,"COON WORKS","D","Coon Rapids Public Works","Public Works","Anoka County"
1042,412,"EBTH WORKS","D","East Bethel Public Works","Public Works","Anoka County"
1044,414,"FRID WORKS","D","Fridley Public Works","Public Works","Anoka County"
1046,416,"HMLK WORKS","D","Ham Lake Public Works","Public Works","Anoka County"
1050,41a,"HLTP WORKS","D","Hilltop Public Works","Public Works","Anoka County"
1052,41c,"LEXT WORKS","D","Lexington Public Works","Public Works","Anoka County"
1054,41e,"LINO WORKS","D","Lino Lakes Public Works","Public Works","Anoka County"
1056,420,"LNWD WORKS","D","Linwood Public Works","Public Works","Anoka County"
1058,422,"OKGV WORKS","D","Oak Grove Public Works","Public Works","Anoka County"
1060,424,"RMSY WORKS","D","Ramsey Public Works","Public Works","Anoka County"
1062,426,"STFR WORKS","D","St Francis Public Works","Public Works","Anoka County"
1064,428,"SPLKPK WORKS","D","Spring Lake Park Public Works","Public Works","Anoka County"
1066,42a,"AN PW ROAM","D","Public Works Roaming Talkgroup","Public Works","Anoka County"
1068,42c,"AN CRT SEC 1","D","Court Security","Corrections","Anoka County"
1070,42e,"AN SO CID","D","Sheriff CID","Law Tac","Anoka County"
1072,430,"AN PROP MG","D","Property Management","Public Works","Anoka County"
1074,432,"AN HEALTH","D","Public Health Main","Public Works","Anoka County"
